日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2020-01-02,4.28774944,4.36742046,4.28050662,4.32396354,234949397,1404442753.0,0.0871,1.5306
2020-01-03,4.32396354,4.36017764,4.31672072,4.33844918,152213047,911951562.0,0.0565,0.335
2020-01-06,4.31672072,4.3819061,4.3094779,4.32396354,226509705,1359917424.0,0.084,-0.3339
2020-01-07,4.33120636,4.37466328,4.33120636,4.35293482,116804353,701615827.0,0.0433,0.67
2020-01-08,4.31672072,4.32396354,4.2732638,4.28050662,158559090,940552725.0,0.0588,-1.6639
2020-01-09,4.3094779,4.31672072,4.25877816,4.28050662,137713429,813806686.0,0.0511,0.0
2020-01-10,4.28050662,4.29499226,4.24429252,4.28050662,97837773,576580178.0,0.0363,0.0
2020-01-13,4.2732638,4.29499226,4.25153534,4.29499226,108991003,642791834.0,0.0404,0.3384
2020-01-14,4.28774944,4.31672072,4.28050662,4.30223508,136770059,812389848.0,0.0507,0.1686
2020-01-15,4.29499226,4.30223508,4.25153534,4.25877816,128890756,759512875.0,0.0478,-1.0101
2020-01-16,4.25153534,4.26602098,4.19359278,4.2008356,269031344,1572007903.0,0.0998,-1.3605
2020-01-17,4.20807842,4.22980688,4.2008356,4.21532124,103949027,605076653.0,0.0386,0.3448
2020-01-20,4.20807842,4.24429252,4.2008356,4.22980688,103339962,602786615.0,0.0383,0.3436
2020-01-21,4.21532124,4.22256406,4.17186432,4.17910714,143223669,828268482.0,0.0531,-1.1986
2020-01-22,4.17186432,4.19359278,4.13565022,4.19359278,128370788,738870049.0,0.0476,0.3466
2020-01-23,4.17186432,4.18634996,4.1284074,4.14289304,200037655,1146238550.0,0.0742,-1.209
2020-02-03,3.8386946,4.04149356,3.8386946,3.92560844,468039904,2524272183.0,0.1736,-5.2448
2020-02-04,3.90387998,4.00527946,3.88215152,3.983551,401385264,2178867252.0,0.1489,1.476
2020-02-05,3.97630818,3.99803664,3.92560844,3.97630818,250853805,1374458723.0,0.093,-0.1818
2020-02-06,3.983551,4.00527946,3.94009408,3.983551,280995424,1538957671.0,0.1042,0.1822
2020-02-07,3.96182254,3.96182254,3.9111228,3.94009408,237318996,1288428158.0,0.088,-1.0909
2020-02-10,3.91836562,3.93285126,3.89663716,3.92560844,190238633,1027646561.0,0.0706,-0.3676
