日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2020-01-02,16.74068028,17.13437726,16.65509398,17.01455644,63260052,1251188179.0,1.0028,1.9487
2020-01-03,17.0316737,17.12581863,16.261397,16.3469833,70847645,1367189334.0,1.123,-3.9235
2020-01-06,16.1758107,16.52671453,15.96184495,16.25283837,62415929,1184198738.0,0.9894,-0.5759
2020-01-07,16.26995563,16.56950768,16.18436933,16.47536275,43700704,839621186.0,0.6927,1.3691
2020-01-08,16.38121782,16.66365261,16.261397,16.45824549,34415518,663375376.0,0.5455,-0.1039
2020-01-09,16.63797672,16.81770795,16.53527316,16.65509398,30897850,602999229.0,0.4898,1.196
2020-01-10,16.72356302,17.07446685,16.70644576,17.02311507,33591349,664340734.0,0.5325,2.2097
2020-01-13,17.11726,17.12581863,16.80914932,17.02311507,34801941,690319979.0,0.5517,0.0
2020-01-14,17.16005315,17.31410849,16.95464603,17.11726,36980412,741874452.0,0.5862,0.553
2020-01-15,17.10870137,17.10870137,16.75779754,16.81770795,29636367,583589361.0,0.4698,-1.75
2020-01-16,16.92041151,16.93752877,16.64653535,16.72356302,24260401,474933845.0,0.3846,-0.5598
2020-01-17,16.76635617,16.89473562,16.48392138,16.64653535,24421666,475330279.0,0.3871,-0.4606
2020-01-20,16.44112823,16.73212165,16.4325696,16.62941809,38991173,754014343.0,0.6181,-0.1028
2020-01-21,16.58662494,16.72356302,16.32986604,16.59518357,38357481,741647763.0,0.608,-0.2059
2020-01-22,16.46680412,16.63797672,16.30419015,16.56950768,30976516,596676023.0,0.491,-0.1547
2020-01-23,16.50959727,16.50959727,15.5767066,15.89337591,45741075,857315042.0,0.7251,-4.0806
2020-02-03,14.30147073,15.18300962,14.30147073,14.549671,81041763,1381712989.0,1.2846,-8.4545
2020-02-04,14.62669867,15.01183702,14.59246415,14.84922305,55700959,964146194.0,0.8829,2.0588
2020-02-05,14.94336798,15.09742332,14.76363675,14.9776025,69477852,1215543892.0,1.1013,0.8646
2020-02-06,14.98616113,15.26003729,14.7208436,15.17445099,51758139,908372372.0,0.8204,1.3143
2020-02-07,15.03751291,15.21724414,14.9776025,15.20012688,33120077,583202869.0,0.525,0.1692
2020-02-10,15.10598195,15.46544441,14.8064299,15.405534,39404009,700235498.0,0.6246,1.3514
2020-02-11,15.4911203,16.03887262,15.39697537,15.87625865,49335117,907191704.0,0.782,3.0556
2020-02-12,15.77355509,16.21860385,15.67085153,15.92761043,31256022,583556589.0,0.4955,0.3235
2020-02-13,15.99607947,16.1758107,15.59382386,15.6622929,35380544,653894786.0,0.5608,-1.6658
2020-02-14,15.65373427,15.76499646,15.43976852,15.5767066,26319639,479599565.0,0.4172,-0.5464
2020-02-17,15.64517564,15.9190518,15.42265126,15.90193454,28911089,532153850.0,0.4583,2.0879
2020-02-18,15.90193454,15.94472769,15.61094112,15.84202413,29949618,552147923.0,0.4747,-0.3767
2020-02-19,15.79923098,15.79923098,15.55958934,15.58526523,35771584,654372633.0,0.567,-1.6208
2020-02-20,15.58526523,16.18436933,15.4911203,16.16725207,51159191,952555869.0,0.8109,3.7342
2020-02-21,16.15013481,16.38121782,15.96184495,16.10734166,39716834,748856299.0,0.6296,-0.3706
2020-02-24,16.04743125,16.04743125,15.65373427,15.67085153,51646755,950177663.0,0.8187,-2.7099
2020-02-25,15.405534,15.47400304,15.01183702,15.2343614,52833384,939882662.0,0.8375,-2.7854
2020-02-26,14.85778168,15.36274085,14.85778168,15.07174743,40905744,723501512.0,0.6484,-1.0674
2020-02-27,15.1487751,15.36274085,15.07174743,15.2343614,30566574,544247320.0,0.4845,1.0789
2020-02-28,14.8920162,15.02039565,14.48120196,14.56678826,52766099,906781020.0,0.8364,-4.382
2020-03-02,14.6352573,15.20012688,14.62669867,15.09742332,43042188,752116469.0,0.6823,3.6428
2020-03-03,15.2343614,15.35418222,14.9776025,15.09742332,34554787,612956096.0,0.5477,0.0
2020-03-04,14.9776025,15.33706496,14.86634031,15.31138907,38114321,671142052.0,0.6042,1.4172
2020-03-05,15.43976852,15.92761043,15.3199477,15.82490687,50622617,928505616.0,0.8024,3.3538
2020-03-06,15.61949975,15.73076194,15.405534,15.43120989,34302505,621138510.0,0.5437,-2.4878
2020-03-09,15.0631888,15.3199477,14.76363675,15.05463017,52348335,918972829.0,0.8298,-2.4404
2020-03-10,14.88345757,15.3199477,14.83210579,15.1487751,48564707,856435294.0,0.7698,0.6254
2020-03-11,15.1487751,15.19156825,14.83210579,14.84922305,32456685,567980592.0,0.5145,-1.9774
2020-03-12,14.6352573,14.6352573,14.2929121,14.33570525,52877411,890155226.0,0.8382,-3.4582
2020-03-13,13.5226354,14.25867758,13.3514628,13.89921512,62078052,1003039982.0,0.984,-3.0448
2020-03-16,13.7793943,13.8649806,13.15461431,13.30011102,59000101,932912636.0,0.9352,-4.3103
2020-03-17,13.1802902,13.5226354,12.837945,12.9235313,53654449,820681497.0,0.8505,-2.8314
2020-03-18,13.04335212,13.33434554,12.84650363,12.85506226,45418056,696116770.0,0.7199,-0.5298
2020-03-19,12.85506226,13.0091176,12.12757871,12.45280665,72901507,1059365242.0,1.1556,-3.1292
2020-03-20,12.5811861,12.64109651,12.27307542,12.50415843,47178825,686350478.0,0.7479,0.4124
2020-03-23,12.02487515,12.18748912,11.8109094,11.85370255,48747254,681635225.0,0.7727,-5.2019
2020-03-24,12.0676683,12.53839295,12.05910967,12.51271706,52645779,761554325.0,0.8345,5.5596
2020-03-25,12.9235313,12.96632445,12.65821377,12.87217952,48559025,726910249.0,0.7697,2.8728
2020-03-26,12.76091733,12.82938637,12.46992391,12.52127569,33149814,489447004.0,0.5255,-2.7261
2020-03-27,12.7523587,12.85506226,12.5811861,12.64109651,36328944,539559304.0,0.5759,0.9569
2020-03-30,12.47848254,12.47848254,12.05910967,12.2388409,43310608,618695669.0,0.6865,-3.1821
2020-03-31,12.39289624,12.5811861,12.29875131,12.3244272,32038372,464028255.0,0.5079,0.6993
2020-04-01,12.36722035,12.80371048,12.33298583,12.56406884,33960003,499528198.0,0.5383,1.9444
2020-04-02,12.46992391,12.72668281,12.39289624,12.70956555,31354241,461223468.0,0.497,1.158
2020-04-03,12.6667724,12.85506226,12.5811861,12.64965514,24703153,366911550.0,0.3916,-0.4714
2020-04-07,12.9235313,13.0091176,12.77803459,12.81226911,35985954,541588609.0,0.5704,1.2855
2020-04-08,12.69244829,12.78659322,12.59830336,12.69244829,26525133,393552407.0,0.4205,-0.9352
2020-04-09,12.77803459,12.837945,12.71812418,12.72668281,18609558,277791314.0,0.295,0.2697
2020-04-10,12.76091733,13.32578691,12.59830336,13.08614527,53404033,813552352.0,0.8465,2.8245
2020-04-13,12.9235313,13.32578691,12.89785541,13.24020061,44430516,681613868.0,0.7043,1.1772
2020-04-14,13.1802902,13.27443513,12.97488308,13.18884883,39448269,606122713.0,0.6253,-0.3879
2020-04-15,12.97488308,13.05191075,12.69244829,12.76947596,49769823,749347764.0,0.7889,-3.1798
2020-04-16,12.65821377,12.6667724,12.4955998,12.61542062,29228218,429123822.0,0.4633,-1.2064
2020-04-17,12.67533103,12.82082774,12.65821377,12.68388966,29980506,446066291.0,0.4752,0.5427
2020-04-20,12.70100692,12.80371048,12.4955998,12.7523587,38495145,569504686.0,0.6102,0.5398
2020-04-21,12.72668281,12.7523587,12.4955998,12.58974473,29120036,427839579.0,0.4616,-1.2752
2020-04-22,12.51271706,12.7523587,12.44424802,12.71812418,24718390,364987007.0,0.3918,1.0197
2020-04-23,12.77803459,13.12893842,12.77803459,12.9235313,46618875,707562439.0,0.739,1.6151
2020-04-24,13.0091176,13.0091176,12.70956555,12.74380007,24327277,364401837.0,0.3856,-1.3907
2020-04-27,12.81226911,12.96632445,12.7523587,12.7523587,23354399,350801837.0,0.3702,0.0672
2020-04-28,12.76947596,12.98344171,12.45280665,12.88929678,28841801,430599464.0,0.4572,1.0738
2020-04-29,12.837945,13.55686992,12.7523587,13.46272499,46722873,725768328.0,0.7406,4.4489
2020-04-30,13.24875924,13.36858006,13.10326253,13.23164198,65158069,1006964648.0,1.0329,-1.7165
2020-05-06,12.97488308,13.07758664,12.76947596,13.02623486,84521010,1271075469.0,1.3398,-1.5524
2020-05-07,12.96632445,12.96632445,12.76947596,12.81226911,46876719,702896607.0,0.7431,-1.6426
2020-05-08,12.88073815,13.36858006,12.837945,13.13749705,94739564,1453167938.0,1.5018,2.5384
2020-05-11,13.29155239,13.66813211,13.16317294,13.32578691,84905494,1326610380.0,1.3459,1.4332
2020-05-12,13.31722828,13.47984225,13.14605568,13.2658765,54877175,851552316.0,0.8699,-0.4496
2020-05-13,13.22308335,13.22308335,12.97488308,13.0947039,55647569,847157722.0,0.8821,-1.2903
2020-05-14,13.01767623,13.12037979,12.90641404,12.94064856,41287414,627836201.0,0.6545,-1.1765
2020-05-15,12.9235313,13.15461431,12.90641404,12.94064856,42141354,639578260.0,0.668,0.0
2020-05-18,12.94920719,13.0091176,12.78659322,12.88929678,35283906,532081701.0,0.5593,-0.3968
2020-05-19,13.03479349,13.30011102,13.03479349,13.19740746,55401077,853007051.0,0.8782,2.3904
2020-05-20,13.18884883,13.18884883,12.99200034,13.12037979,30312519,463152051.0,0.4805,-0.5837
2020-05-21,13.13749705,13.41137321,13.12037979,13.20596609,50872587,787766701.0,0.8064,0.6523
2020-05-22,13.30866965,13.34290417,12.837945,12.88073815,43354781,659303535.0,0.6872,-2.4627
2020-05-25,12.837945,13.06046938,12.79515185,12.9235313,24877686,375896892.0,0.3943,0.3322
2020-05-26,13.0091176,13.37713869,12.98344171,13.3514628,57034714,882080020.0,0.9041,3.3113
2020-05-27,13.39425595,13.85642197,13.31722828,13.73660115,76559848,1219570685.0,1.2136,2.8846
2020-05-28,13.71948389,14.0361532,13.4370491,13.61678033,53692176,862505805.0,0.8511,-0.8723
2020-05-29,13.59110444,14.16453265,13.53975266,14.16453265,64926228,1054927407.0,1.0292,4.0226
2020-06-01,14.25011895,14.45552607,14.07894635,14.21588443,72970931,1214095311.0,1.1567,0.3625
2020-06-02,14.21588443,15.37129948,13.93344964,14.57534689,80724120,1349862012.0,1.2796,2.5286
2020-06-03,14.30147073,14.3784984,13.98480142,14.07038772,71923262,1190184832.0,1.1401,-3.4645
2020-06-04,14.18164991,14.25867758,13.88209786,13.95912553,45949211,753338210.0,0.7284,-0.7908
2020-06-05,14.0361532,14.42129155,13.90777375,14.33570525,51785129,860325650.0,0.8209,2.6977
2020-06-08,14.4640847,14.94336798,14.4640847,14.549671,79062386,1357167974.0,1.2533,1.4925
2020-06-09,14.549671,15.13165784,14.42129155,14.87489894,51384714,892203603.0,0.8145,2.2353
2020-06-10,14.77219538,14.86634031,14.55822963,14.66949182,36798889,631677543.0,0.5833,-1.3809
2020-06-11,14.67805045,14.78931264,14.23300169,14.31858799,42588710,721687085.0,0.6751,-2.3921
2020-06-12,13.99336005,14.22444306,13.89065649,14.19876717,48851345,803264327.0,0.7744,-0.8368
2020-06-15,14.04471183,14.15597402,13.62533896,13.71092526,52628741,853157520.0,0.8342,-3.4358
2020-06-16,13.8649806,14.11318087,13.82218745,14.07894635,35260254,575577395.0,0.5589,2.6841
2020-06-17,14.2929121,14.48976059,14.18164991,14.36993977,44331813,743645590.0,0.7027,2.0669
2020-06-18,14.25011895,14.85778168,14.21588443,14.70372634,48220262,825986523.0,0.7644,2.3228
2020-06-19,14.67805045,15.08886469,14.67805045,14.98616113,52623229,918099857.0,0.8342,1.9208
2020-06-22,14.9776025,15.07174743,14.75507812,14.98616113,42064818,733180845.0,0.6668,0.0
2020-06-23,14.9776025,15.20012688,14.68660908,14.79787127,26670947,463790405.0,0.4228,-1.2564
2020-06-24,14.83210579,15.39697537,14.81498853,15.33706496,50845807,905083003.0,0.806,3.6437
2020-06-29,15.25147866,15.73076194,15.17445099,15.35418222,51980089,938210901.0,0.824,0.1116
2020-06-30,15.49967893,15.70508605,15.0631888,15.1487751,40149871,718950455.0,0.6364,-1.3378
2020-07-01,15.26003729,15.405534,15.09742332,15.36274085,31655732,565528782.0,0.5018,1.4124
2020-07-02,15.30283044,15.61949975,15.19156825,15.50823756,44063473,791657913.0,0.6985,0.9471
2020-07-03,15.52535482,15.75643783,15.16589236,15.38841674,50816179,915907360.0,0.8055,-0.7726
2020-07-06,15.49967893,16.23572111,15.4911203,16.10734166,55891688,1039736133.0,0.886,4.6719
2020-07-07,16.10734166,16.54383179,15.90193454,15.91049317,59940995,1132876380.0,0.9502,-1.2221
2020-07-08,15.87625865,16.08166577,15.69652742,15.9190518,53455015,988858830.0,0.8473,0.0538
2020-07-09,15.9190518,15.98752084,15.58526523,15.94472769,67409527,1243579336.0,1.0685,0.1613
2020-07-10,15.84202413,15.85914139,15.33706496,15.37985811,73259293,1332186584.0,1.1613,-3.5427
2020-07-13,15.3199477,15.71364468,15.31138907,15.6622929,50913187,925440845.0,0.8071,1.8364
2020-07-14,15.73076194,15.78211372,15.32850633,15.44832715,43166683,782286735.0,0.6843,-1.3661
2020-07-15,15.4911203,16.06454851,15.48256167,15.87625865,80921019,1493298495.0,1.2827,2.7701
2020-07-16,15.90246522,15.94612932,14.72353452,14.82832836,65478966,1148671757.0,1.0379,-6.6007
2020-07-17,14.8894581,15.5007555,14.8894581,15.25623654,45548569,795504865.0,0.722,2.8857
2020-07-20,15.30863346,15.59681652,14.845794,15.52695396,58070443,1016848644.0,0.9205,1.7745
2020-07-21,15.49202268,15.64048062,15.23003808,15.3260991,39301850,691962682.99,0.623,-1.2936
2020-07-22,15.33483192,15.95486214,15.1951068,15.66667908,55393998,992089565.25,0.8781,2.2222
2020-07-23,15.5007555,15.71034318,15.07284732,15.37849602,58377593,1025243217.83,0.9254,-1.8395
2020-07-24,15.24750372,15.26496936,14.3654889,14.47028274,70842322,1196010657.88,1.123,-5.9057
2020-07-27,14.4528171,14.4964812,14.13843558,14.19956532,38010410,620994691.58,0.6025,-1.8709
2020-07-28,14.30435916,14.51394684,14.19956532,14.28689352,33795386,553414496.87,0.5357,0.615
2020-07-29,14.4528171,15.719076,14.30435916,15.719076,112398164,1982237421.03,1.7817,10.0244
2020-07-30,15.719076,15.719076,15.719076,15.719076,0,0.0,,0.0
2020-07-31,15.719076,15.719076,15.719076,15.719076,0,0.0,,0.0
2020-08-03,16.5050298,17.2909836,16.34783904,17.2909836,96034347,1873040163.23,1.5223,10.0
2020-08-04,18.0769374,18.87162402,17.64902922,18.09440304,204260712,4252373931.5,3.2378,4.6465
2020-08-05,17.93721228,19.68377628,17.54423538,19.10741016,179561607,3860829107.95,2.8463,5.5985
2020-08-06,18.775563,19.33446348,18.2515938,18.58344096,113285757,2426679362.92,1.7957,-2.7422
2020-08-07,18.34765482,19.98069216,18.34765482,19.72744038,131835502,2920307630.51,2.0898,6.156
2020-08-10,19.212204,20.2164783,18.775563,19.50038706,83511802,1866657247.26,1.3238,-1.151
2020-08-11,19.48292142,19.78857012,18.87162402,18.9502194,74975585,1655067765.76,1.1885,-2.8213
2020-08-12,18.9502194,19.10741016,18.338922,18.87162402,71151631,1522258070.09,1.1279,-0.4147
2020-08-13,18.93275376,19.0812117,18.52231122,18.76683018,50828952,1094469553.64,0.8057,-0.5553
2020-08-14,18.60963942,19.50911988,18.46118148,19.4741886,54118346,1184194521.16,0.8579,3.7692
2020-08-17,19.31699784,21.3080808,19.31699784,21.03736338,92831136,2207053222.47,1.4715,8.0269
2020-08-18,20.89763826,21.0024321,20.27760804,20.76664596,61583368,1452626810.01,0.9762,-1.2868
2020-08-19,20.77537878,21.21201978,20.3038065,20.33000496,55985581,1322950312.03,0.8875,-2.1026
2020-08-20,20.1291501,20.67931776,20.01562344,20.13788292,37393693,869331720.59,0.5927,-0.945
2020-08-21,20.3474706,20.73171468,19.62264654,20.085486,52343978,1201769319.45,0.8297,-0.2602
2020-08-24,20.03308908,20.35620342,19.65757782,20.05928754,37878633,870280575.4,0.6004,-0.1304
2020-08-25,20.24267676,20.86270698,20.05928754,20.29507368,57606043,1348218261.48,0.9131,1.1754
2020-08-26,20.11168446,20.4784629,19.648845,19.7361732,40119368,919570204.14,0.636,-2.7539
2020-08-27,19.648845,19.90209678,19.48292142,19.70997474,28576473,644422966.38,0.453,-0.1327
2020-08-28,19.80603576,20.5657911,19.77110448,20.29507368,48008739,1108905183.23,0.761,2.9685
2020-08-31,20.95003518,21.11595876,19.4741886,19.4741886,85302715,1951023537.99,1.3522,-4.0448
2020-09-01,19.2995322,19.40432604,18.88908966,19.212204,63100594,1382728778.71,1.0002,-1.3453
2020-09-02,19.33446348,19.63137936,18.95895222,19.1248758,44632319,982168857.01,0.7075,-0.4545
2020-09-03,19.11614298,19.11614298,18.4699143,18.6009066,78874097,1684024697.83,1.2503,-2.7397
2020-09-04,18.2515938,18.67076916,17.98087638,18.6009066,43062292,911110434.77,0.6826,0.0
2020-09-07,18.48737994,18.81049428,18.35638764,18.41751738,45383995,963445741.03,0.7194,-0.9859
2020-09-08,18.39131892,18.775563,18.338922,18.6009066,42157748,897694343.12,0.6683,0.9957
2020-09-09,18.4262502,18.5572425,17.91974664,18.26032662,40418233,848125503.07,0.6407,-1.831
2020-09-10,18.43498302,19.2558681,18.34765482,18.61837224,43469261,937026068.19,0.6891,1.9608
2020-09-11,18.6445707,18.89782248,18.3825861,18.58344096,28985045,616387514.27,0.4595,-0.1876
2020-09-14,18.8628912,19.5615168,18.74936454,19.212204,60845544,1335721221.46,0.9645,3.3835
2020-09-15,19.17727272,19.5615168,18.88908966,19.32573066,34481735,764356533.74,0.5466,0.5909
2020-09-16,19.33446348,19.46545578,19.1248758,19.32573066,21893999,483162741.12,0.3471,0.0
2020-09-17,19.3431963,19.57024962,18.98515068,19.37812758,29739274,657532992.75,0.4714,0.2711
2020-09-18,19.3868604,19.8671655,19.2995322,19.84969986,38908318,875226108.53,0.6168,2.4335
2020-09-21,19.9544937,20.09421882,19.2995322,19.7361732,40580742,912283600.18,0.6433,-0.5719
2020-09-22,19.54405116,19.66631064,19.31699784,19.48292142,26932932,601667338.55,0.4269,-1.2832
2020-09-23,19.48292142,20.15534856,19.48292142,19.77110448,39448638,895517312.06,0.6253,1.4792
2020-09-24,19.5615168,19.648845,19.19473836,19.23840246,32115060,713788125.28,0.5091,-2.6943
2020-09-25,19.42179168,19.45672296,18.58344096,18.76683018,37849354,814243591.7,0.6,-2.4512
2020-09-28,18.775563,19.01134914,18.69696762,18.8628912,22879480,494788701.0,0.3627,0.5119
2020-09-29,19.0375476,19.55278398,18.88908966,19.37812758,26671280,589677943.79,0.4228,2.7315
2020-09-30,19.46545578,19.67504346,18.9065553,19.05501324,33432682,733892515.73,0.53,-1.6674
2020-10-09,19.3868604,19.6925091,19.2558681,19.2995322,27436686,610988457.76,0.4349,1.2832
2020-10-12,19.36939476,19.9108296,19.2995322,19.9108296,37274457,837200049.23,0.5909,3.1674
2020-10-13,19.91956242,20.45226444,19.72744038,20.44353162,34202825,787140284.85,0.5422,2.6754
2020-10-14,20.4347988,20.66185212,19.98069216,20.4347988,35150379,821575076.72,0.5572,-0.0427
2020-10-15,20.522127,20.53085982,19.98069216,20.11168446,30710343,711236779.61,0.4868,-1.5812
2020-10-16,20.1728142,20.2164783,19.4305245,19.45672296,36598854,822598590.9,0.5801,-3.2566
2020-10-19,19.5615168,20.13788292,19.27333374,19.42179168,33088588,743475212.12,0.5245,-0.1795
2020-10-20,19.43925732,19.6051809,19.27333374,19.3868604,27688928,615459044.83,0.4389,-0.1799
2020-10-21,19.39559322,20.02435626,19.39559322,19.97195934,38388136,870146059.21,0.6085,3.018
2020-10-22,19.9108296,20.14661574,19.48292142,20.01562344,27188460,616852150.75,0.431,0.2186
2020-10-23,19.8671655,20.1291501,19.648845,19.84096704,16332601,372435644.75,0.2589,-0.8726
