日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2020-01-02,15.62378945,15.8247858,15.4620119,15.589473,8138775,259471132.0,2.0422,0.6329
2020-01-03,15.6286918,16.1483409,15.5110354,16.0600986,16751728,543653162.0,4.2035,3.0189
2020-01-06,16.38855605,16.766037,16.16304795,16.25129025,17125229,572508500.0,4.2972,1.1905
2020-01-07,16.1875597,16.44738425,15.981661,16.26109495,8738074,290171127.0,2.1926,0.0603
2020-01-08,16.6777947,16.75132995,16.14343855,16.4326772,15494704,521662360.0,3.888,1.0552
2020-01-09,15.981661,16.0306845,15.74144585,15.883614,10090357,327110466.0,2.5319,-3.3413
2020-01-10,15.8345905,15.9718563,15.4424025,15.67281295,12117895,387043563.0,3.0407,-1.3272
2020-01-13,15.8345905,15.8345905,15.5012307,15.6483012,5772752,183675848.0,1.4485,-0.1564
2020-01-14,15.6483012,15.7561529,15.3443555,15.3737696,8325283,263459006.0,2.089,-1.7544
2020-01-15,15.3639649,15.4031837,15.01589805,15.099238,9487001,293110787.0,2.3805,-1.7857
2020-01-16,15.1384568,15.34925785,14.9619722,14.9913863,9030288,278726472.0,2.2659,-0.7143
2020-01-17,15.001191,15.1384568,14.8737299,15.05511685,6717747,206071177.0,1.6857,0.4251
2020-01-20,15.04531215,15.3443555,15.001191,15.24140615,7497165,232202943.0,1.8812,1.2374
2020-01-21,15.2463085,15.2463085,14.6482218,14.7266594,12703562,384503584.0,3.1877,-3.3773
2020-01-22,14.70705,14.7462688,14.37859255,14.6580265,7141440,212040410.0,1.792,-0.466
2020-01-23,14.4619325,14.805097,14.118768,14.216815,9004640,264443576.0,2.2595,-3.01
2020-02-03,12.7951335,12.89808285,12.7951335,12.7951335,10939545,285728373.0,2.745,-10.0
2020-02-04,12.255875,13.0696651,12.255875,13.0010322,14098231,369324939.0,3.5376,1.6092
2020-02-05,12.99612985,13.5893142,12.9716181,13.1088839,13573861,366785645.0,3.406,0.8296
2020-02-06,13.16280975,13.4422437,12.99612985,13.3638061,11456514,310263651.0,2.8748,1.9447
2020-02-07,13.35890375,13.45695075,13.1775168,13.432439,11485942,311504269.0,2.8821,0.5136
2020-02-10,13.3834155,13.63343535,13.30988025,13.628533,11328253,310718598.0,2.8426,1.4599
2020-02-11,13.6775565,13.70206825,13.40792725,13.41773195,10676772,293870945.0,2.6791,-1.5468
2020-02-12,13.41773195,13.4226343,13.236345,13.3932202,12243611,332914465.0,3.0723,-0.1827
2020-02-13,13.45695075,13.530486,13.1481027,13.1873215,13996248,380130106.0,3.512,-1.5373
2020-02-14,13.17261445,13.3049779,13.09417685,13.2069309,10093229,271730668.0,2.5327,0.1487
2020-02-17,13.334392,14.5011513,13.334392,14.44722545,28683395,817908785.0,7.1974,9.3912
2020-02-18,14.609003,14.68253825,13.9716975,14.1285727,26491341,770383652.0,6.6474,-2.2056
2020-02-19,13.94718575,14.4031043,13.7756035,14.0501351,20227318,582278183.0,5.0756,-0.5552
2020-02-20,14.07464685,14.2070103,13.824627,14.1579868,16245758,464599066.0,4.0765,0.7676
2020-02-21,14.17269385,14.38839725,14.0697445,14.36878785,20823412,604601840.0,5.2252,1.4889
2020-02-24,14.3638855,14.6972453,14.1677915,14.6188077,20727483,609387528.0,5.2011,1.74
2020-02-25,14.314862,14.4423231,13.82952935,14.22171735,18589784,538665073.0,4.6647,-2.7163
2020-02-26,14.020721,14.6776359,13.8834552,14.3246667,23905708,701877872.0,5.9986,0.7239
2020-02-27,14.3638855,14.609003,13.98640455,14.2462291,16371601,477290168.0,4.1081,-0.5476
2020-02-28,13.84913875,14.0599398,13.35890375,13.628533,20215747,565080163.0,5.0727,-4.3359
2020-03-02,13.6677518,14.09425625,13.51577895,13.9520881,13945611,394652703.0,3.4993,2.3741
2020-03-03,14.09425625,14.5697842,14.01581865,14.18249855,19912497,581440060.0,4.9966,1.6514
2020-03-04,14.07464685,14.45703015,14.02562335,14.31976435,12463744,362906698.0,3.1275,0.9678
2020-03-05,14.42761605,14.5011513,14.216815,14.3344714,14171188,414011695.0,3.5559,0.1027
2020-03-06,14.1285727,14.3540808,14.1285727,14.1775962,9858413,286112633.0,2.4737,-1.0944
2020-03-09,13.9815022,14.0501351,13.43734135,13.52558365,16268351,454572078.0,4.0822,-4.5989
2020-03-10,13.35890375,13.83933405,13.27066145,13.83933405,11040815,305920463.0,2.7704,2.3197
2020-03-11,14.3932996,15.22179675,14.32956905,15.22179675,58284407,1785804648.0,14.6251,9.9894
2020-03-12,14.8541205,15.589473,14.65312415,15.06492155,44005953,1357005806.0,11.0423,-1.0306
2020-03-13,14.70705,15.4325978,14.3638855,15.0698239,30843033,944903365.0,7.7394,0.0325
2020-03-16,15.14335915,15.4325978,14.4815419,14.55507715,24454036,748593933.0,6.1362,-3.4157
2020-03-17,14.70705,14.97667925,13.58441185,13.92757635,22498691,647109734.0,5.6455,-4.3112
2020-03-18,14.06484215,14.1383774,13.31968495,13.31968495,21939097,617506095.0,5.5051,-4.3647
2020-03-19,13.30988025,13.5206813,13.040251,13.432439,14458500,392975552.0,3.628,0.8465
2020-03-20,13.5795095,13.5991189,13.2265403,13.37851315,12528029,342240506.0,3.1436,-0.4015
2020-03-23,12.9912275,13.30988025,12.97652045,13.040251,10107089,271381724.0,2.5361,-2.5284
2020-03-24,13.2951732,13.46675545,12.8637664,13.4618531,13242978,357124866.0,3.323,3.2331
2020-03-25,13.5795095,13.6187283,13.39812255,13.60402125,10429080,287735755.0,2.6169,1.0561
2020-03-26,13.48636485,13.68245885,13.40792725,13.5108766,7016310,193493125.0,1.7606,-0.6847
2020-03-27,13.63343535,13.922674,13.54519305,13.7167753,9722822,272089201.0,2.4397,1.5239
2020-03-30,13.5795095,14.4619325,13.530486,14.19230325,16843469,481257576.0,4.2265,3.4668
2020-03-31,14.1775962,14.29035025,13.92757635,14.03542805,10737081,308490298.0,2.6942,-1.1054
2020-04-01,13.9716975,14.0501351,13.6383377,13.66284945,9359364,263838009.0,2.3485,-2.6546
2020-04-02,13.58441185,13.8736505,13.58441185,13.85894345,5804052,163197081.0,1.4564,1.4352
2020-04-03,13.824627,14.14327975,13.79031055,13.8932599,6742608,192078370.0,1.6919,0.2476
2020-04-07,14.1089633,14.7560735,14.04523275,14.7462688,19590216,576570086.0,4.9157,6.1397
2020-04-08,14.5501748,15.1482615,14.510956,15.001191,18800339,570509246.0,4.7175,1.7287
2020-04-09,15.09433565,15.32964845,14.90804635,15.197285,17178815,531033118.0,4.3106,1.3072
2020-04-10,15.197285,15.5208401,15.099238,15.36886725,18538589,578288887.0,4.6518,1.129
2020-04-13,15.2463085,15.61398475,14.99628865,15.3345508,12565264,391920168.0,3.153,-0.2233
2020-04-14,15.36886725,15.50613305,15.197285,15.4424025,11499730,360316699.0,2.8856,0.7033
2020-04-15,15.53554715,15.61398475,15.099238,15.33945315,11258795,353677102.0,2.8251,-0.6667
2020-04-16,15.21199205,16.80035345,15.197285,16.25129025,31038716,1022175578.0,7.7885,5.9444
2020-04-17,16.0993174,16.20226675,15.2070897,15.2463085,25746403,822631540.0,6.4605,-6.184
2020-04-20,15.2561132,15.44730485,15.07472625,15.34925785,13727419,428102353.0,3.4446,0.6752
2020-04-21,15.22179675,15.67281295,15.21199205,15.3835743,13236357,415851105.0,3.3214,0.2236
2020-04-22,15.295332,15.51593775,15.03550745,15.3835743,8245692,257371870.0,2.0691,0.0
2020-04-23,15.31003905,15.76105525,15.197285,15.43750015,13415555,424633322.0,3.3663,0.3505
2020-04-24,15.4424025,15.55515655,15.0796286,15.34925785,11638268,363031743.0,2.9204,-0.5716
2020-04-27,15.589473,15.9326375,15.3541602,15.5502542,22657282,722743595.0,5.6853,1.3095
2020-04-28,15.56496125,16.30031375,15.21199205,16.15324325,25455022,826438941.0,6.3874,3.8777
2020-04-29,16.00617275,16.471896,15.9718563,16.3640443,16413693,544720481.0,4.1186,1.305
2020-04-30,16.275802,16.7268182,16.1875597,16.41797015,16819732,567491396.0,4.2205,0.3295
2020-05-06,16.4032631,17.1876391,16.4032631,17.060178,18758664,646096620.0,4.7071,3.9116
2020-05-07,17.01605685,17.06508035,16.68269705,16.864084,10974529,378451053.0,2.7538,-1.1494
2020-05-08,16.9229122,17.13371325,16.766037,16.83957225,11898220,411315086.0,2.9856,-0.1454
2020-05-11,16.97683805,17.44746365,16.91800985,17.1092015,12898988,452147348.0,3.2367,1.6012
2020-05-12,17.14351795,17.2954908,16.82976755,17.03566625,9889977,343393690.0,2.4817,-0.4298
2020-05-13,16.9033028,17.2072485,16.8542793,17.15332265,7935847,276529480.0,1.9913,0.6907
2020-05-14,17.13371325,17.32980725,16.89840045,17.2170532,9261989,323483569.0,2.3241,0.3715
2020-05-15,17.158225,17.2072485,16.8052558,16.98664275,10391270,359986646.0,2.6075,-1.3383
2020-05-18,16.98664275,17.71219055,16.93761925,17.452366,16535889,590630978.0,4.1493,2.7417
2020-05-19,17.452366,17.62394825,17.28078375,17.60433885,9713855,345723709.0,2.4375,0.8708
2020-05-20,17.5308036,17.6778741,16.5209195,16.7366229,20577919,712125829.0,5.1636,-4.929
2020-05-21,16.76113465,16.962131,16.59445475,16.6777947,12403253,424086854.0,3.1123,-0.3515
2020-05-22,16.6189665,16.79054875,16.04539155,16.07480565,11966954,399354903.0,3.0028,-3.6155
2020-05-25,16.1385362,16.4228725,16.02578215,16.16304795,8490796,281308073.0,2.1306,0.5489
2020-05-26,16.26109495,16.31992315,16.079708,16.26109495,7411775,245110733.0,1.8598,0.6066
2020-05-27,16.18265735,16.37875135,16.1091221,16.1973644,7418077,245483178.0,1.8614,-0.3919
2020-05-28,16.2169738,16.3052161,15.9032234,16.3052161,9462999,311435557.0,2.3745,0.6659
2020-05-29,16.3052161,16.471896,16.1581456,16.471896,8024650,267149583.0,2.0136,1.0222
2020-06-01,16.3248255,16.74152525,16.19246205,16.67289235,11725004,395822399.0,2.9421,1.2202
2020-06-02,16.61406415,16.8836934,16.471896,16.50621245,7478605,253901793.0,1.8766,-0.9997
2020-06-03,16.5111148,16.61406415,16.21207145,16.32972785,8314608,278369948.0,2.0864,-1.0692
2020-06-04,16.373849,16.40816545,15.981661,16.0110751,9816228,323289079.0,2.4632,-1.9514
2020-06-05,16.0110751,16.10421975,15.8443952,15.9620516,4810723,156534255.0,1.2071,-0.3062
2020-06-08,16.03558685,16.38855605,15.7365435,16.16304795,11378745,373264705.0,2.8552,1.2592
2020-06-09,16.177755,16.22187615,15.785567,16.0600986,8684534,283424215.0,2.1792,-0.637
2020-06-10,16.02578215,16.1385362,15.785567,16.0012704,7998145,259976246.0,2.007,-0.3663
2020-06-11,16.00617275,16.07480565,15.785567,15.8934187,7007788,228137892.0,1.7584,-0.674
2020-06-12,15.73164115,16.00617275,15.6188871,16.00617275,7937771,256925286.0,1.9918,0.7094
2020-06-15,15.97675865,15.97675865,15.6286918,15.6286918,7563911,243532246.0,1.898,-2.3584
2020-06-16,15.69242235,15.9620516,15.69242235,15.883614,8024944,259387513.0,2.0137,1.6311
2020-06-17,16.15324325,16.5503336,15.981661,16.37875135,17568658,584951022.0,4.4085,3.1173
2020-06-18,16.18265735,16.20226675,15.68261765,15.8247858,14407207,465470146.0,3.6152,-3.3822
2020-06-19,15.7853942,15.84449708,15.70166512,15.8346466,8142118,260707181.0,2.0431,0.0622
2020-06-22,15.82972136,15.9331514,15.760768,15.91837568,8271998,266346736.0,2.0757,0.5288
2020-06-23,15.89867472,16.11046004,15.760768,16.1055348,8718955,282134187.0,2.1878,1.1757
2020-06-24,16.1055348,16.1055348,15.8346466,15.883899,7041307,227804480.0,1.7669,-1.3761
2020-06-29,15.8100204,16.2286658,15.71644084,16.07105812,9307129,302709152.0,2.3354,1.1783
2020-06-30,16.10060956,16.2286658,15.99717952,16.16463768,8477488,277698472.0,2.1272,0.5823
2020-07-01,16.253292,16.6473112,16.1055348,16.6473112,15726575,522264579.0,3.9462,2.986
