日期,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2020-01-02,21.2551717,22.29344276,21.11804156,21.91143737,15969637,356074301.0,0.8199,3.1827
2020-01-03,21.97020743,22.12692759,21.69594715,21.98000244,12253656,274513048.0,0.6291,0.3129
2020-01-06,22.20528767,22.64606312,21.68615214,21.8428723,15769917,355255240.0,0.8097,-0.6239
2020-01-07,21.73512719,22.6264731,21.73512719,22.528523,16176789,368997219.0,0.8305,3.139
2020-01-08,22.67544815,23.1162236,22.50893298,22.73421821,18602381,432705982.0,0.9551,0.913
2020-01-09,22.31303278,22.75380823,22.20528767,22.56770304,9709275,222817361.0,0.4985,-0.7324
2020-01-10,22.4305729,22.74401322,22.07795254,22.28364775,7378221,168236981.0,0.3788,-1.2587
2020-01-13,22.22487769,22.40118787,21.89184735,22.11713258,7867074,177509869.0,0.4039,-0.7473
2020-01-14,22.36200783,22.61667809,21.99959246,22.07795254,8460837,192800808.0,0.4344,-0.1771
2020-01-15,22.06815753,22.12692759,21.70574216,21.76451222,8224675,183286590.0,0.4223,-1.4197
2020-01-16,21.88205234,22.21508268,21.78410224,21.81348727,6321071,141895877.0,0.3245,0.225
2020-01-17,21.81348727,22.06815753,21.65676711,21.78410224,8609514,191376981.0,0.442,-0.1347
2020-01-20,21.83307729,22.08774755,21.67635713,21.79389725,9978717,222064680.0,0.5123,0.045
2020-01-21,21.79389725,22.21508268,21.52943198,21.62738208,11329229,252501836.0,0.5817,-0.764
2020-01-22,21.53922699,21.53922699,21.06906651,21.46086691,8456093,183922795.0,0.4342,-0.7699
2020-01-23,21.3531218,21.91143737,20.7654212,21.14742659,11484407,249919175.0,0.5896,-1.4605
2020-02-03,19.03170443,19.31575972,19.03170443,19.03170443,12131174,235948451.0,0.6228,-10.0046
2020-02-04,18.9043693,19.36473477,18.68887908,19.2961697,13666998,267244375.0,0.7017,1.3896
2020-02-05,19.26678467,19.76633018,19.11985952,19.54104495,11939731,238114152.0,0.613,1.269
2020-02-06,19.65858507,19.93284535,19.45288986,19.76633018,11237242,226481847.0,0.5769,1.1529
2020-02-07,19.76633018,20.569521,19.61940503,20.3736208,11989646,244178108.0,0.6156,3.0723
2020-02-10,20.30505573,20.3736208,19.94264036,20.06997549,11050747,226718002.0,0.5674,-1.4904
2020-02-11,20.0797705,20.19731062,19.94264036,19.9818204,8107056,166258684.0,0.4162,-0.4392
2020-02-12,19.99161541,20.1777206,19.89366531,20.13854056,6711377,137553167.0,0.3446,0.7843
2020-02-13,20.0797705,20.13854056,19.62920004,19.64879006,10455358,211477174.0,0.5368,-2.4319
2020-02-14,19.62920004,19.89366531,19.56063497,19.75653517,6700432,135036754.0,0.344,0.5484
2020-02-17,21.66656212,21.73512719,21.10824655,21.73512719,16570342,365241924.0,0.8508,10.0149
2020-02-18,23.90961941,23.90961941,23.90961941,23.90961941,5382688,131391414.0,0.2764,10.0045
2020-02-19,24.487525,26.29960185,24.20346971,25.68251622,130098833,3384993700.0,6.6795,7.415
2020-02-20,25.18297071,25.18297071,24.04674955,24.55609007,76686736,1929948642.0,3.9372,-4.386
2020-02-21,24.5854751,26.446527,24.2916248,25.64333618,62210382,1606164539.0,3.194,4.4276
2020-02-24,25.16338069,25.32989586,24.61486013,24.91850544,39407033,1003288778.0,2.0232,-2.8266
2020-02-25,24.0957246,24.43854995,22.8223733,23.98797949,46362740,1126488432.0,2.3804,-3.7343
2020-02-26,23.508024,24.60506512,23.28273877,23.28273877,34119086,833882532.0,1.7517,-2.94
2020-02-27,23.6059741,24.63445015,23.4100739,24.01736452,33130175,816550842.0,1.701,3.1552
2020-02-28,23.02806851,23.6059741,22.61667809,22.6264731,29497267,695624580.0,1.5144,-5.7912
2020-03-02,22.85175833,23.75289925,22.53831801,23.33171382,21079698,499371935.0,1.0823,3.1169
2020-03-03,23.44925394,25.42784596,23.41986891,24.06633957,37782199,939160528.0,1.9398,3.1486
2020-03-04,23.79207929,25.12420065,23.79207929,24.57568009,28273406,707343325.0,1.4516,2.1164
2020-03-05,24.8793254,25.32010085,24.16428967,24.60506512,27368521,689347083.0,1.4052,0.1196
2020-03-06,24.30141981,24.6834252,24.05654456,24.2916248,17124429,425558030.0,0.8792,-1.2739
2020-03-09,23.6059741,23.9977745,22.96929845,22.96929845,18666228,446275011.0,0.9584,-5.4435
2020-03-10,22.7244232,23.89002939,22.63626811,23.78228428,16097738,383024662.0,0.8265,3.5394
2020-03-11,23.82146432,24.74219526,23.76269426,24.02715953,24728897,615800911.0,1.2696,1.0297
2020-03-12,23.55699905,24.47772999,23.36109885,23.69412919,16871580,411021794.0,0.8662,-1.3861
2020-03-13,22.88114336,24.53650005,22.79298827,24.2916248,28901075,703326917.0,1.4838,2.5217
2020-03-16,24.61486013,24.96748049,23.4100739,23.508024,26388857,654437884.0,1.3549,-3.2258
2020-03-17,23.75289925,24.0957246,22.57749805,23.32191881,16546735,394980540.0,0.8495,-0.7917
2020-03-18,23.508024,23.79207929,22.6264731,22.6264731,14955162,355981539.0,0.7678,-2.9819
2020-03-19,22.67544815,22.99868348,21.97020743,22.36200783,26505824,606828135.0,1.3609,-1.1688
2020-03-20,22.71462819,22.79298827,22.04856751,22.77339825,15510070,356358126.0,0.7963,1.8397
2020-03-23,22.21508268,22.38159785,21.55881701,21.71553717,13627355,305050672.0,0.6997,-4.6452
2020-03-24,22.14651761,22.2346727,21.49025194,22.00938747,9503474,212079324.0,0.4879,1.3532
2020-03-25,22.44036791,22.46975294,21.98979745,22.3326228,11122648,252694892.0,0.5711,1.4686
2020-03-26,22.15631262,22.24446771,21.69594715,21.83307729,9617577,215491915.0,0.4938,-2.2368
2020-03-27,22.30323777,22.45995793,21.79389725,21.79389725,9984863,225448581.0,0.5126,-0.1795
2020-03-30,21.40209685,21.4510719,20.61849605,21.0592715,12948897,277964304.0,0.6648,-3.3708
2020-03-31,21.23558168,21.29435174,20.69685613,20.7654212,6553162,140192216.0,0.3365,-1.3953
2020-04-01,20.72624116,20.98091142,20.42259585,20.45198088,8474954,179201966.0,0.4351,-1.5094
2020-04-02,20.45198088,21.07886152,20.43239086,21.07886152,8446922,179291467.0,0.4337,3.0651
2020-04-03,20.97111641,21.38250683,20.80460124,21.26496671,7945282,170909472.0,0.4079,0.8829
2020-04-07,21.549022,22.09754256,21.46086691,21.78410224,10775350,239668936.0,0.5532,2.4413
2020-04-08,21.55881701,23.08683857,21.51963697,22.84196332,18521301,423703060.0,0.9509,4.8561
2020-04-09,22.80278328,22.95950344,22.45016292,22.77339825,8448196,195746153.0,0.4337,-0.3002
2020-04-10,22.7244232,22.7244232,22.15631262,22.21508268,8220872,188086081.0,0.4221,-2.4516
2020-04-13,22.2346727,22.2346727,21.71553717,21.83307729,6922018,154482448.0,0.3554,-1.7196
2020-04-14,21.9408224,22.28364775,21.80369226,22.27385274,5774923,130177884.0,0.2965,2.0188
2020-04-15,22.2346727,22.4305729,22.02897749,22.17590264,5422907,123089222.0,0.2784,-0.4398
2020-04-16,22.05836252,22.97909346,21.93102739,22.51872799,11358469,261688257.0,0.5832,1.5459
2020-04-17,22.67544815,22.75380823,22.11713258,22.31303278,10895867,250057353.0,0.5594,-0.9134
2020-04-20,22.528523,23.18478867,22.4305729,23.09663358,15915476,373255453.0,0.8171,3.5118
2020-04-21,22.95950344,23.97818448,22.81257829,23.508024,17170232,409708468.0,0.8816,1.7812
2020-04-22,23.30232879,23.58638408,23.09663358,23.40027889,9026924,214944891.0,0.4635,-0.4583
2020-04-23,23.48843398,23.98797949,23.2141737,23.46884396,12464718,300881054.0,0.64,0.293
2020-04-24,23.66474416,23.72351422,22.93011841,23.16519865,10376015,246443544.0,0.5327,-1.2938
2020-04-27,23.06724855,23.34150883,22.64606312,22.71462819,8796986,205878481.0,0.4517,-1.945
2020-04-28,23.13581362,23.29253378,22.14651761,22.96929845,13566341,316370471.0,0.6965,1.1212
2020-04-29,22.81257829,24.04674955,22.74401322,23.8018743,13157740,317085356.0,0.6755,3.6247
2020-04-30,23.72351422,24.43854995,23.62556412,24.24264975,14597606,360008695.0,0.7495,1.8519
2020-05-06,24.22305973,24.5854751,23.98797949,24.5854751,15585327,387224065.0,0.8002,1.4141
2020-05-07,24.43854995,24.54629506,24.1936747,24.44834496,10745355,267659781.0,0.5517,-0.5578
2020-05-08,24.44834496,24.81076033,24.26223977,24.36018987,13175081,329768032.0,0.6764,-0.3606
2020-05-11,24.36018987,24.36018987,24.36018987,24.36018987,0,0.0,,0.0
2020-05-12,24.30141981,24.36018987,23.8018743,23.95859446,10765975,263592747.0,0.5527,-1.6486
2020-05-13,23.94879945,24.17408468,23.73330923,23.9977745,8708874,212838148.0,0.4471,0.1635
